key;title;author;booktitle;year;abstract;keywords;organization;type;reviewers;review;decision
journals/procedia/FerreiraFS12;Accessibility for People with Cerebral Palsy: The use of Blogs as an Agent of Social Inclusion.;Ariane Oliveira Ferreira|Denis Silva da Silveira|Simone Bacellar Leal Ferreira;DSAI;2012;Est sed aliquam est dolorem dolore.;Computer Networks|NLP|Data Engineering;James Cook University;university;Hector Chade|Jason Jaskolka|Florian Haeberlein;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/PakgoharTKE11;The role of human factor in incidence and severity of road crashes based on the CART and LR regression: a data mining approach.;Alireza Esmaeili|Alireza Pakgohar 0001|Mohadeseh Khalili|Reza Sigari Tabrizi;WCIT;2011;Est sed aliquam est dolorem dolore.;Machine Learning;Nanjing Agricultural University;university;Rolf Färe|Guido Nolte|Aysun Bozanta;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SklenarP10;Integer simulation based optimization by local search.;Jaroslav Sklenar|Pavel Popela;ICCS;2010;Est sed aliquam est dolorem dolore.;Machine Learning|NLP|Data Structures;Harvard University;university;Gudrun Klose|Urbano Nunes|Andreas Bjerre-Nielsen;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KimLH11;Real-time Energy Monitoring and Controlling System based on ZigBee Sensor Networks.;Jongwoon Hwang|Sunyoung Lee|Woong Hee Kim;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Big Data|Computer Networks;Tongji University;university;Daniel Kuan Li Oi|C. Croquet|Edward J. Calabrese;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Kulkarni11;Water Quality Retrieval from Landsat TM Imagery.;Arun Kulkarni;Complex Adaptive Systems;2011;Est sed aliquam est dolorem dolore.;Relational Databases;Bilkent University;university;Jim Laird|David Delahaye|Abiouye Wasiu;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/TangGM13;Modeling-based Design of Strategic Supply Chain Networks for Aircraft Manufacturing.;"Leon F. McGinnis|Marc Goetschalckx|Zilin ""Elizabeth"" Tang";CSER;2013;Est sed aliquam est dolorem dolore.;Data Mining|Relational Databases|Data Structures;University of Girona;university;Michael Carl Tschantz|Berno Buechel|M. Jayasrirani;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Elkateeb12;Using Reconfigurable System-On-Chip Technology for the Design of a Point-of-Care HIV Testing Device.;Ali Elkateeb;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Semantic Data|Computer Networks;Xiangtan University;university;Simon P. Wilson 0001|Rudini Menezes Sampaio|Taro Kumano;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MarinoP10;A competency - driven advisor system for multi-actor learning environments.;Gilbert Paquette|Olga Mariño;RecSysTEL@RecSys;2010;Est sed aliquam est dolorem dolore.;Data Engineering;Anhui Conch Cement;company;Mostafa Ajallooeian|Hossein Deldari|Gerrit Muller;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Ait-Cheik-BihiBNGW11;A Platform for Interactive Location-Based Services.;Ahmed Nait-Sidi-Moh|Jaafar Gaber|Maxime Wack|Mohamed Bakhouya|Wafaa Ait-Cheik-Bihi;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Computer Networks|Semantic Data|Data Mining;Sun Life Financial;company;Drona Kandhai|Meng-Yun Chen|Zen Kishimoto;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ZarzaLFL12;An Innovative Teaching Strategy to Understand High-Performance Systems through Performance Evaluation.;Daniel Franco 0002|Diego Lugones|Emilio Luque|Gonzalo Zarza;ICCS;2012;Est sed aliquam est dolorem dolore.;Data Structures;Bowling Green State University;university;Achim Jung|Andreas Abel 0001|Ben Palmer;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GomezS12;RoboGuideDog: Guiding Blind users Through Physical Environments with Laser Range Scanners.;Frode Eika Sandnes|Javier V. Gómez;DSAI;2012;Est sed aliquam est dolorem dolore.;Machine Learning|Relational Databases|Big Data;Polytechnic University of Turin;university;Helmar Bornemann-Cimenti|H. Safdarkhani|Mona Andoohgin Shahri;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AlibaygiKK11;Effectiveness of rural ICT centers: A perspective from west of Iran.;Amirhossein Alibaygi|Esmail Karamidehkordi|Mehdi Karamidehkordi;WCIT;2011;Est sed aliquam est dolorem dolore.;Big Data;Exelon;company;Shyh Wei Teng|Chunrong Yuan|Patrick Hummel;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SchaferF11;High Performance Stencil Code Algorithms for GPGPUs.;Andreas Schäfer 0006|Dietmar Fey;ICCS;2011;Est sed aliquam est dolorem dolore.;Machine Learning;University of North Carolina at Charlotte;university;Joris Borgdorff|Francesco Greco|Ali Ghodsi 0001;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GroteHS11;Interior Point Methods for the Inverse Medium Problem on Massively Parallel Architectures.;Johannes Huber|Marcus J. Grote|Olaf Schenk;ICCS;2011;Est sed aliquam est dolorem dolore.;Machine Learning|Data Structures;Complutense University of Madrid;university;James Bergstra|Amir Globerson|Prasanna Balaprakash;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/DavendralingamD13;A Robust Optimization Framework to Architecting System of Systems.;Daniel DeLaurentis|Navindran Davendralingam;CSER;2013;Est sed aliquam est dolorem dolore.;Big Data|Data Engineering;University of Eastern Finland;university;Alexandros Kalousis|Georges Dionne|Jason Fleming;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/JenW11;Integrating the Fault Detection Method and Run-to-Run Control for Improving Semiconductor Process Control.;Chih-Hung Jen|Jia-Ming Wang;ICCS;2011;Est sed aliquam est dolorem dolore.;Data Mining;Hokkaido University;university;Ernie Manes|Dirk Husmeier|Joe Giffels;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GreggCT12;Social Media, Avatars, and Virtual Worlds: Re-imagine an Inclusive Learning Environment for Adolescents and Adults with Literacy Barriers.;Noel Gregg|Robert L. Todd|YunJeong Chang;DSAI;2012;Est sed aliquam est dolorem dolore.;High Performance Computing;University of Pavia;university;Manuel S. Santos|Jean-Christophe Janodet|Saadan Man;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Tohidi11b;Human resources management main role in information technology project management.;Hamid Tohidi;WCIT;2011;Est sed aliquam est dolorem dolore.;Computer Networks|Data Engineering|Relational Databases;Imperial College London;university;Federico De Marchi|Martin Mladenov|Angus MacLellan;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Alonso-CalvoCGAM10;On distributing load in cloud computing: A real application for very-large image datasets.;Alberto Anguita|José Crespo|Miguel García-Remesal|Raúl Alonso-Calvo|Victor Maojo;ICCS;2010;Est sed aliquam est dolorem dolore.;Semantic Data|Data Structures|NLP;Baidu;company;Matan Shelomi|Sanjeev Goyal|Bruno Jullien;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/WienbrandtBBYS10;Using the reconfigurable massively parallel architecture COPACOBANA 5000 for applications in bioinformatics.;Carol May Yen Yeo|Jost Bissel|Lars Wienbrandt|Manfred Schimmler|Stefan Baumgart;ICCS;2010;Est sed aliquam est dolorem dolore.;Data Structures|Machine Learning|High Performance Computing;General Motors;company;Yang Gao|Shasikanta Nandeibam|David Page;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/BrudaSMA12;A Peer-to-Peer Architecture for Remote Service Discovery.;Bessam Abdulrazak|Farzad Salehi|Stefan D. Bruda|Yasir Malik;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Machine Learning|Big Data|Data Mining;Amirkabir University of Technology;university;Rohit Kumar|Miles S. Kimball|Michael Lülfesmann;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/NeyEE12;Paving the Way to Game Based Learning: A Question Matrix for Teacher Reflection.;Jeffrey Earp|Muriel Ney|Valérie Emin;VS-GAMES;2012;Est sed aliquam est dolorem dolore.;Semantic Data|Big Data;Sunac China Holdings;company;Mark Roantree|Adeeb M. Alhomoud|Jörg Bernsdorf;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/WoodSDWB10;Flexible delivery of visualization software and services.;David J. Duke|Jason D. Wood|Jeremy Walton|Jungwook Seo|Ken Brodlie;ICCS;2010;Est sed aliquam est dolorem dolore.;Relational Databases|Data Engineering|NLP;University of Hong Kong;university;Balázs Kégl|Takehiko Nawata|Matti Liski;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SerpenL12;Assessing Time Complexity of Applications for TinyOS-Mica Wireless Sensor Networks in TOSSIM Emulator.;Gürsel Serpen|Jiakai Li;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;Data Mining;University of Fribourg;university;David J. Weiss|Martijn C. Schut|Pawel Dziewulski;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/TaoBKKKVW11;Workshop on tools for program development and analysis in computational science.;Andreas Knüpfer|Arndt Bode|Christof Klausecker|Dieter Kranzlmüller|Jens Volkert|Jie Tao 0001|Roland Wismüller;ICCS;2011;Est sed aliquam est dolorem dolore.;Semantic Data;University of Alabama at Birmingham;university;Jeroen van den Hoven|Eiji Takimoto|Antoni Calvó-Armengol;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MoriartyLDBMH12;Utilizing Depth Based Sensors and Customizable Software Frameworks for Experiential Application.;Brian Moriarty|Elizabeth Lennon|Emily Hromada|Frank DiCola|Kyle Buzby|Morisa Manzella;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;NLP|Semantic Data;Huazhong Agricultural University;university;Greg Kaplan|N. G. Chitaliya|Siddhartha S. Srinivasa;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GoveU13;A Performance-Based System Maturity Assessment Framework.;Joe Uzdzinski|Ryan Gove;CSER;2013;Est sed aliquam est dolorem dolore.;Computer Networks;University of Belgrade;university;Gabriel Y. Weintraub|Tzu-Kuo Huang|Abel Cadenillas;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/CiaurriID10;Application of derivative-free methodologies to generally constrained oil production optimization problems.;David Echeverría Ciaurri|Louis J. Durlofsky|Obiajulu J. Isebor;ICCS;2010;Est sed aliquam est dolorem dolore.;Big Data|Computer Networks;University of California, Los Angeles;university;Jesse Davis|Frank Löffler 0001|Andreas Sandner-Kiesling;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Li-Thiao-Te12a;Literate Program Execution for Teaching Computational Science.;Sébastien Li-Thiao-Té;ICCS;2012;Est sed aliquam est dolorem dolore.;NLP|Data Engineering|Computer Networks;St George's, University of London;university;Allison Ross|Anubis Graciela de Moraes Rossetto|Kazuro Hirahara;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Ghaffarian11;The new stream of socio-technical approach and main stream information systems research.;Vafa Ghaffarian;WCIT;2011;Est sed aliquam est dolorem dolore.;Computer Networks|Relational Databases|Data Mining;National Chung Hsing University;university;Michael J. Bernstein|Jozef Kapusta|Lizhong Ding 0001;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/DuarteG12;User-Centered Healthcare Design.;Arminda Guerra|Joana Duarte;DSAI;2012;Est sed aliquam est dolorem dolore.;Big Data|Semantic Data;Gwangju Institute of Science and Technology;university;Hui Wang|Katerina Kalyvioti|Aleksandrs Slivkins;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/FonollosaGLMRBPPVPM11;Biologically Inspired Computation for Chemical Sensing.;Agustin Gutierrez-Galvez|Alexandre Perera|Anders Lansner|Dominique Martinez|Jean-Pierre Rospars|Jordi Fonollosa|Krishna C. Persaud|P. Vershure|Romeo Beccherelli|Santiago Marco|T. Pearce;FET;2011;Est sed aliquam est dolorem dolore.;NLP|Data Engineering;Case Western Reserve University;university;Valérie Ménissier-Morain|Shahryar Sorooshian|Chetan Kumar Ng;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/LawLHS11;Infants and iCubs: Applying Developmental Psychology to Robot Shaping.;James Law|Mark H. Lee|Martin Hiilse|Patricia Shaw;FET;2011;Est sed aliquam est dolorem dolore.;Machine Learning;University of Cambridge;university;Maciej Piróg|Hiroyuki Miyoshi|Thomas Ehrhard;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/DugundjiG12;Sociodynamic Discrete Choice on Networks in Space: Role of Utility Parameters and Connectivity in Emergent Outcomes.;Elenna R. Dugundji|László Gulyás;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Semantic Data|Machine Learning;Fosun International;company;Jiangtao Li 0004|D. A. Medvedev|Muhammad AboElFotoh;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MicheleD11;Decision-support tools for municipal infrastructure maintenance management.;Daniela Ladiana|Michele Di Sivo;WCIT;2011;Est sed aliquam est dolorem dolore.;Relational Databases;Pierre-and-Marie-Curie University;university;Patrik O. Hoyer|Peter Buchlovsky|Jun Koseki;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GuazziniLBPC10;Cognitive network dynamics in chatlines.;Andrea Guazzini|Andrea Passarella|Franco Bagnoli|Marco Conti|Pietro Liò;ICCS;2010;Est sed aliquam est dolorem dolore.;High Performance Computing|Data Mining;Shimane University;university;Steven R. Smith|Robert Goldblatt|Péter Vida;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ElgazzarAMH12;Ubiquitous Health Monitoring Using Mobile Web Services.;Hossam S. Hassanein|Khalid Elgazzar|Muhammad AboElFotoh|Patrick Martin 0001;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Semantic Data;Free University of Berlin;university;Hendrik Vantilborgh|Sérgio Ricardo de Souza|Martin Schreiber 0001;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MohamadC11;An adaptive multimedia courseware for the students' different cognitive styles: a pilot study for history subject.;Rossafri Mohamad|Toh Seong Chong;WCIT;2011;Est sed aliquam est dolorem dolore.;High Performance Computing|Data Engineering|NLP;Florida International University;university;Mathieu Salzmann|Maria Pina Dore|Torsten Machleidt;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Vassanelli11;Brain-Chip Interfaces: The Present and The Future.;Stefano Vassanelli;FET;2011;Est sed aliquam est dolorem dolore.;NLP|Computer Networks|High Performance Computing;Vilnius University;university;Zahra Khazaei|Jacob D. Abernethy|Michael Deneke;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/LightPM12;Monitoring Winter Ice Conditions Using Thermal Imaging Cameras Equipped with Infrared Microbolometer Sensors.;Janet Light|Parthasarathy Subashini|William McIver;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Data Structures;Capital Medical University;university;Alexander V. Lyaletski|Berna Arda|Dahua Lin;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/CabreraTIEL12;Simulation Optimization for Healthcare Emergency Departments.;Eduardo Cabrera|Emilio Luque|Francisco Epelde|Ma Luisa Iglesias|Manel Taboada;ICCS;2012;Est sed aliquam est dolorem dolore.;Relational Databases|Machine Learning;University of Science and Technology Beijing;university;Kazuya Matsumoto|Matthias Kredler|Davide Ariu;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ValletKMSB12;Simultaneous RSS-based Localization and Model Calibration in Wireless Networks With a Mobile Robot.;Jari Saarinen|Jose Vallet|Matthieu Myrsky|Maurizio Bocca|Ossi Kaltiokallio;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Data Mining;Honeywell International;company;John S. Gardenier|Ceren Çevik|Tetsuji Iseda;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SafarSFM11;On Maximizing the Entropy of Complex Networks.;Hisham Farahat|Ibrahim Sorkhoh|Khaled Mahdi|Maytham Safar;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Data Mining;University of California, Berkeley;university;Joel L. Wolf|Tushar Keskar|Enrico Denti;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KandaswamyDA10;Preface.;A. Kandaswamy|C. Lakshmi Deepika|Gary A. Atkinson;Biometrics Technology;2010;Est sed aliquam est dolorem dolore.;Relational Databases|Data Structures;Infosys;company;Ismail Kurnaz|Doug Neuse|Anna S. Toporkova;Sed porro dolor numquam eius consectetur ipsum.;accepted
